title,address,lat,lng,type,place_id_search
ChargePoint Charging Station,"11505 TX-1604 Loop, San Antonio, TX 78254",29.551380599999998,-98.6704791,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c6863403e1d53%3A0x749eb7f40b23b125%218m2%213d29.551380599999998%214d-98.6704791&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"5600 Babcock Rd, San Antonio, TX 78240",29.5201784,-98.5977577,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c6766455cd987%3A0x9b1c1f6d780961a%218m2%213d29.5201784%214d-98.5977577&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"1201 Martin Goland Ave, San Antonio, TX 78238",29.44539,-98.609196,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c5c5c6b554d49%3A0xbbc74e0c94c64430%218m2%213d29.44539%214d-98.609196&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"145 Tom Slick Ave, San Antonio, TX 78238",29.445003999999997,-98.61280599999999,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c5c5edc560567%3A0xbb456855b8df3f18%218m2%213d29.445003999999997%214d-98.61280599999999&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"8219 Marbach Rd, San Antonio, TX 78227",29.418795099999997,-98.65191999999999,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c5ca9086dc9cf%3A0x7d82687fc75716d%218m2%213d29.418795099999997%214d-98.65191999999999&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"4522 Fredericksburg Rd, Balcones Heights, TX 78201",29.492073299999998,-98.55297809999999,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c5e14e17796b5%3A0x46595c57ba8e321f%218m2%213d29.492073299999998%214d-98.55297809999999&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"3636 Northwest Loop 410, San Antonio, TX 78201",29.4947293,-98.55266329999999,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c5e15b58610e7%3A0xb3eb82c0a8f60c95%218m2%213d29.4947293%214d-98.55266329999999&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"7733 Louis Pasteur Dr, San Antonio, TX 78229",29.509418999999998,-98.5696509,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c5e00ff45e951%3A0xe31693508be5c5e2%218m2%213d29.509418999999998%214d-98.5696509&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"12777 Frontage Rd, San Antonio, TX 78230",29.561760099999997,-98.58980369999999,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c66dead710035%3A0x1dca64662e35800a%218m2%213d29.561760099999997%214d-98.58980369999999&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"6 Bauerle Rd, San Antonio, TX 78249",29.585744499999997,-98.61692939999999,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c66626c535a3f%3A0x7aeabdd43d96e29a%218m2%213d29.585744499999997%214d-98.61692939999999&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"15655 Market Hill, San Antonio, TX 78256",29.591022,-98.62257,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c667b698c95cf%3A0x2ee13d342283240%218m2%213d29.591022%214d-98.62257&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"6107 Via La Cantera, San Antonio, TX 78256",29.5918617,-98.60941109999999,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c6685c1c7d595%3A0xf7b7c56a08fce0ca%218m2%213d29.5918617%214d-98.60941109999999&engine=google_maps&google_domain=google.com&hl=en&type=place
ChargePoint Charging Station,"17703 Frontage Rd, San Antonio, TX 78257",29.6081889,-98.5989761,Electric vehicle charging station,https://serpapi.com/search.json?data=%214m5%213m4%211s0x865c6423fc2a43ed%3A0xa7d23a8b71055a72%218m2%213d29.6081889%214d-98.5989761&engine=google_maps&google_domain=google.com&hl=en&type=place
